Country,Cancer Type,Year,Total Deaths
China,Prostate Cancer,2018,127780
USA,Breast Cancer,2019,24173
Japan,Prostate Cancer,2022,81468
Japan,Breast Cancer,2021,52229
Germany,Lung Cancer,2018,102878
France,Liver Cancer,2019,73001
Brazil,Liver Cancer,2022,68494
France,Prostate Cancer,2023,133779
Australia,Colon Cancer,2018,90647
Germany,Prostate Cancer,2021,113604
Japan,Lung Cancer,2020,149238
Germany,Lung Cancer,2018,74837
Canada,Prostate Cancer,2022,88546
Japan,Lung Cancer,2018,66173
Germany,Lung Cancer,2023,8779
Canada,Lung Cancer,2020,5886
France,Colon Cancer,2019,25038
Canada,Lung Cancer,2019,73757
Brazil,Lung Cancer,2018,129590
France,Liver Cancer,2021,106018
France,Prostate Cancer,2023,30276
Brazil,Lung Cancer,2019,33257
UK,Colon Cancer,2022,19094
USA,Breast Cancer,2021,139403
USA,Breast Cancer,2023,71469
France,Breast Cancer,2019,72586
France,Breast Cancer,2019,105008
Canada,Prostate Cancer,2018,61735
UK,Prostate Cancer,2023,136778
China,Prostate Cancer,2022,62855
UK,Prostate Cancer,2021,126745
USA,Breast Cancer,2021,69714
Germany,Breast Cancer,2018,50436
Canada,Prostate Cancer,2018,32428
UK,Colon Cancer,2020,77936
Brazil,Lung Cancer,2018,118018
Australia,Prostate Cancer,2018,139899
UK,Breast Cancer,2022,146763
Canada,Liver Cancer,2020,134094
Japan,Liver Cancer,2022,43696
Germany,Colon Cancer,2019,93328
Germany,Colon Cancer,2021,50645
India,Liver Cancer,2018,86816
Germany,Lung Cancer,2019,58063
Canada,Lung Cancer,2023,142879
France,Breast Cancer,2023,120947
China,Breast Cancer,2020,53142
Canada,Prostate Cancer,2022,142941
France,Colon Cancer,2022,118803
China,Lung Cancer,2020,106011
India,Lung Cancer,2018,96591
China,Lung Cancer,2020,125836
Australia,Liver Cancer,2021,60542
Germany,Liver Cancer,2018,116014
Brazil,Liver Cancer,2023,117443
China,Liver Cancer,2023,102842
India,Liver Cancer,2020,143560
Canada,Prostate Cancer,2021,78018
Australia,Prostate Cancer,2023,84373
France,Breast Cancer,2019,63560
UK,Breast Cancer,2019,43898
China,Colon Cancer,2023,15655
India,Prostate Cancer,2020,38313
India,Prostate Cancer,2020,135287
India,Colon Cancer,2023,110943
India,Breast Cancer,2022,53084
Australia,Lung Cancer,2022,132896
Canada,Colon Cancer,2023,39444
France,Lung Cancer,2023,77659
Australia,Liver Cancer,2022,96457
Australia,Liver Cancer,2023,96266
UK,Liver Cancer,2019,122702
Brazil,Prostate Cancer,2023,41211
Canada,Colon Cancer,2021,96504
China,Prostate Cancer,2021,18511
Australia,Liver Cancer,2021,101864
USA,Breast Cancer,2019,88934
Canada,Liver Cancer,2023,76199
Australia,Breast Cancer,2021,136439
China,Colon Cancer,2019,127853
Canada,Lung Cancer,2022,15489
Brazil,Lung Cancer,2019,88460
UK,Lung Cancer,2020,34612
India,Prostate Cancer,2020,71503
Australia,Liver Cancer,2022,31019
Australia,Lung Cancer,2018,128864
India,Prostate Cancer,2022,31337
India,Breast Cancer,2018,16926
Brazil,Lung Cancer,2020,108404
France,Prostate Cancer,2019,139762
Australia,Colon Cancer,2021,137513
Australia,Lung Cancer,2021,76633
Australia,Lung Cancer,2021,137633
Canada,Breast Cancer,2018,149451
Japan,Colon Cancer,2019,90115
Canada,Liver Cancer,2020,147325
Canada,Colon Cancer,2022,15154
France,Colon Cancer,2022,146717
Canada,Colon Cancer,2021,116970
India,Prostate Cancer,2023,66123
China,Colon Cancer,2023,111102
India,Colon Cancer,2020,71719
India,Lung Cancer,2022,14137
Germany,Lung Cancer,2018,131901
China,Prostate Cancer,2019,63685
Canada,Liver Cancer,2019,72441
India,Lung Cancer,2022,72373
Australia,Liver Cancer,2019,21690
UK,Colon Cancer,2021,20553
Brazil,Liver Cancer,2018,95109
USA,Colon Cancer,2018,79585
France,Prostate Cancer,2019,72581
Australia,Liver Cancer,2021,142088
India,Colon Cancer,2022,53226
Japan,Lung Cancer,2021,136534
France,Lung Cancer,2023,68547
Germany,Breast Cancer,2022,118272
UK,Prostate Cancer,2023,43915
France,Liver Cancer,2020,17737
Germany,Colon Cancer,2018,103291
Canada,Lung Cancer,2021,37734
Japan,Prostate Cancer,2021,78262
Canada,Prostate Cancer,2018,70334
Germany,Liver Cancer,2020,61846
Canada,Liver Cancer,2021,149189
Australia,Liver Cancer,2022,78419
Australia,Prostate Cancer,2022,90479
China,Liver Cancer,2018,131965
Japan,Lung Cancer,2023,17479
Japan,Breast Cancer,2020,58978
Japan,Prostate Cancer,2021,120925
Germany,Liver Cancer,2018,145964
France,Lung Cancer,2019,138092
Canada,Colon Cancer,2020,70028
UK,Colon Cancer,2022,89859
France,Lung Cancer,2023,82347
USA,Breast Cancer,2018,58194
China,Prostate Cancer,2018,52687
India,Prostate Cancer,2022,96883
Germany,Liver Cancer,2018,131599
India,Colon Cancer,2019,41943
India,Lung Cancer,2023,115354
Canada,Colon Cancer,2023,126517
China,Lung Cancer,2020,25275
Australia,Prostate Cancer,2022,41825
Japan,Liver Cancer,2021,142939
Brazil,Colon Cancer,2022,145555
Brazil,Colon Cancer,2023,64538
China,Prostate Cancer,2019,57502
Japan,Breast Cancer,2023,36972
Brazil,Lung Cancer,2023,10555
UK,Colon Cancer,2018,80686
Japan,Lung Cancer,2021,47287
Australia,Lung Cancer,2018,116313
France,Colon Cancer,2020,133984
India,Colon Cancer,2019,54625
USA,Liver Cancer,2019,108259
UK,Breast Cancer,2019,30284
Brazil,Breast Cancer,2020,128674
USA,Prostate Cancer,2021,110504
Brazil,Lung Cancer,2022,92887
Australia,Prostate Cancer,2021,105079
USA,Prostate Cancer,2022,79428
Brazil,Breast Cancer,2019,15508
Brazil,Colon Cancer,2023,74468
Brazil,Breast Cancer,2022,77336
India,Breast Cancer,2020,50850
France,Liver Cancer,2021,78973
UK,Breast Cancer,2019,136570
Canada,Lung Cancer,2023,96315
India,Liver Cancer,2021,46819
China,Prostate Cancer,2018,17464
China,Breast Cancer,2018,135488
India,Breast Cancer,2021,96820
Brazil,Prostate Cancer,2023,30963
France,Lung Cancer,2020,35424
USA,Prostate Cancer,2019,94952
France,Prostate Cancer,2020,52660
Germany,Liver Cancer,2022,100489
USA,Prostate Cancer,2022,76557
USA,Lung Cancer,2023,65057
India,Liver Cancer,2018,105490
USA,Liver Cancer,2020,86600
China,Liver Cancer,2020,32677
China,Colon Cancer,2021,129352
USA,Breast Cancer,2021,76183
China,Lung Cancer,2018,77997
USA,Colon Cancer,2022,93117
USA,Breast Cancer,2019,118750
France,Colon Cancer,2023,144870
USA,Prostate Cancer,2021,76970
Germany,Lung Cancer,2020,142209
India,Colon Cancer,2023,60696
Australia,Lung Cancer,2022,5290
Canada,Colon Cancer,2023,39022
China,Liver Cancer,2022,14254
Brazil,Lung Cancer,2019,90765
Brazil,Breast Cancer,2021,8898
France,Colon Cancer,2020,74768
France,Colon Cancer,2020,28377
Japan,Liver Cancer,2022,92994
Brazil,Prostate Cancer,2019,90372
India,Lung Cancer,2019,32839
USA,Lung Cancer,2023,20404
China,Breast Cancer,2021,125162
India,Prostate Cancer,2020,148023
UK,Liver Cancer,2020,31093
India,Colon Cancer,2018,9442
Brazil,Liver Cancer,2018,19355
Canada,Liver Cancer,2019,135963
Germany,Prostate Cancer,2018,94435
Canada,Lung Cancer,2021,38772
Germany,Prostate Cancer,2022,23571
Japan,Breast Cancer,2018,90503
India,Lung Cancer,2019,76337
Japan,Prostate Cancer,2019,9498
Japan,Colon Cancer,2022,96140
Germany,Prostate Cancer,2020,92953
Australia,Prostate Cancer,2022,125721
India,Breast Cancer,2018,133242
Germany,Liver Cancer,2019,138507
Australia,Liver Cancer,2020,146913
Brazil,Liver Cancer,2021,95138
UK,Prostate Cancer,2023,42868
Japan,Prostate Cancer,2019,110835
USA,Prostate Cancer,2022,63089
UK,Colon Cancer,2023,33114
USA,Colon Cancer,2019,50992
USA,Prostate Cancer,2021,15797
Germany,Breast Cancer,2023,51167
Canada,Liver Cancer,2022,147641
Germany,Colon Cancer,2023,82330
India,Liver Cancer,2022,5827
USA,Lung Cancer,2022,135167
Canada,Lung Cancer,2022,57212
China,Colon Cancer,2018,70019
Brazil,Colon Cancer,2023,59276
Canada,Colon Cancer,2021,143950
Canada,Prostate Cancer,2020,15558
Brazil,Lung Cancer,2021,32642
Australia,Liver Cancer,2018,54561
Germany,Lung Cancer,2019,109937
France,Lung Cancer,2019,31225
Australia,Liver Cancer,2023,75101
USA,Colon Cancer,2023,14833
UK,Liver Cancer,2020,18579
France,Liver Cancer,2018,75264
Australia,Lung Cancer,2020,64127
Australia,Prostate Cancer,2019,128884
India,Breast Cancer,2022,136529
Germany,Liver Cancer,2022,12242
Australia,Breast Cancer,2019,103029
France,Prostate Cancer,2023,64859
Australia,Prostate Cancer,2022,26369
Canada,Prostate Cancer,2019,40645
Germany,Lung Cancer,2020,26612
Japan,Breast Cancer,2019,35433
Australia,Liver Cancer,2023,143064
Canada,Breast Cancer,2022,112489
India,Prostate Cancer,2021,13428
France,Lung Cancer,2023,22820
India,Prostate Cancer,2018,27231
Canada,Colon Cancer,2019,141821
Australia,Breast Cancer,2023,132867
Germany,Lung Cancer,2020,12547
China,Lung Cancer,2018,72078
Australia,Liver Cancer,2023,89210
Germany,Prostate Cancer,2019,109580
Canada,Breast Cancer,2018,142777
China,Breast Cancer,2023,27338
Australia,Breast Cancer,2018,20811
Japan,Lung Cancer,2018,122376
Japan,Prostate Cancer,2022,85996
Canada,Lung Cancer,2021,107045
USA,Prostate Cancer,2020,118182
Japan,Breast Cancer,2020,34734
USA,Breast Cancer,2019,75595
UK,Liver Cancer,2021,139504
France,Liver Cancer,2021,20573
Australia,Liver Cancer,2023,67875
Brazil,Prostate Cancer,2018,27400
Japan,Prostate Cancer,2021,100172
India,Prostate Cancer,2019,96242
Australia,Lung Cancer,2020,61329
Canada,Breast Cancer,2020,58928
USA,Liver Cancer,2018,15466
Australia,Liver Cancer,2023,68518
India,Breast Cancer,2022,102438
Australia,Prostate Cancer,2022,17133
Canada,Lung Cancer,2023,82190
USA,Lung Cancer,2023,70624
UK,Liver Cancer,2022,9917
Brazil,Colon Cancer,2018,20571
UK,Lung Cancer,2020,65484
China,Colon Cancer,2021,25549
USA,Breast Cancer,2020,136724
India,Colon Cancer,2021,144555
Australia,Colon Cancer,2020,137646
Brazil,Breast Cancer,2021,60949
Brazil,Prostate Cancer,2022,139849
India,Lung Cancer,2023,27139
Canada,Liver Cancer,2018,70145
USA,Lung Cancer,2018,139667
Canada,Prostate Cancer,2019,80650
Germany,Liver Cancer,2023,147362
India,Liver Cancer,2019,33055
Brazil,Lung Cancer,2018,54844
France,Prostate Cancer,2022,48731
Japan,Breast Cancer,2023,122533
Japan,Colon Cancer,2022,95573
Canada,Lung Cancer,2022,126529
Japan,Prostate Cancer,2022,86324
UK,Colon Cancer,2021,20653
China,Liver Cancer,2022,51111
India,Lung Cancer,2019,46524
USA,Liver Cancer,2023,65325
India,Liver Cancer,2023,42133
Germany,Colon Cancer,2022,142526
USA,Lung Cancer,2018,19045
Germany,Breast Cancer,2019,11625
Canada,Prostate Cancer,2019,53245
USA,Breast Cancer,2020,7504
Australia,Liver Cancer,2023,126978
Germany,Colon Cancer,2018,6284
USA,Prostate Cancer,2018,79459
China,Liver Cancer,2019,15673
France,Colon Cancer,2019,29999
Japan,Colon Cancer,2023,22139
UK,Breast Cancer,2022,112645
India,Lung Cancer,2022,139439
China,Lung Cancer,2018,15218
France,Lung Cancer,2022,144926
France,Lung Cancer,2022,11582
India,Breast Cancer,2019,61676
India,Breast Cancer,2018,91133
India,Lung Cancer,2019,119772
France,Prostate Cancer,2022,97004
Brazil,Colon Cancer,2023,98360
France,Prostate Cancer,2023,115608
Germany,Lung Cancer,2023,76454
Canada,Prostate Cancer,2019,128465
Japan,Breast Cancer,2021,89192
Germany,Lung Cancer,2023,22202
USA,Lung Cancer,2020,133902
UK,Colon Cancer,2021,125939
Germany,Liver Cancer,2018,9778
Canada,Liver Cancer,2019,17598
France,Breast Cancer,2019,77413
Germany,Liver Cancer,2018,144978
India,Liver Cancer,2021,46278
UK,Breast Cancer,2020,109939
Canada,Liver Cancer,2020,38426
Japan,Prostate Cancer,2019,118664
China,Colon Cancer,2021,57474
India,Liver Cancer,2019,55528
USA,Prostate Cancer,2021,64388
France,Liver Cancer,2023,20869
India,Lung Cancer,2023,51452
China,Lung Cancer,2019,104600
UK,Prostate Cancer,2019,68983
Germany,Colon Cancer,2022,72283
Canada,Lung Cancer,2021,131477
USA,Breast Cancer,2021,52878
Canada,Prostate Cancer,2020,28391
Japan,Colon Cancer,2020,77218
Japan,Prostate Cancer,2020,40679
Japan,Colon Cancer,2022,16870
France,Colon Cancer,2019,44199
UK,Liver Cancer,2021,77406
Brazil,Liver Cancer,2022,147461
India,Breast Cancer,2018,81275
China,Prostate Cancer,2023,92012
Canada,Liver Cancer,2019,23559
Japan,Lung Cancer,2018,86308
France,Prostate Cancer,2023,31470
USA,Lung Cancer,2021,61131
Canada,Lung Cancer,2022,128151
USA,Lung Cancer,2020,85692
India,Breast Cancer,2023,143604
Canada,Colon Cancer,2018,126715
Canada,Lung Cancer,2019,89262
Germany,Colon Cancer,2022,111306
India,Lung Cancer,2021,77243
France,Liver Cancer,2023,145453
France,Lung Cancer,2020,96435
UK,Colon Cancer,2019,57889
Germany,Lung Cancer,2022,126902
India,Lung Cancer,2018,98268
India,Breast Cancer,2021,65136
China,Breast Cancer,2022,65917
France,Liver Cancer,2021,116902
Canada,Colon Cancer,2018,12456
Germany,Liver Cancer,2018,47983
Brazil,Colon Cancer,2023,109997
France,Lung Cancer,2019,106008
Japan,Prostate Cancer,2018,117775
Australia,Prostate Cancer,2019,110701
China,Lung Cancer,2020,137593
Canada,Liver Cancer,2018,49321
Australia,Lung Cancer,2022,77229
Australia,Lung Cancer,2020,67096
Germany,Breast Cancer,2020,138034
China,Lung Cancer,2019,20589
USA,Colon Cancer,2018,54449
China,Prostate Cancer,2023,69723
USA,Lung Cancer,2019,97631
UK,Lung Cancer,2019,113349
UK,Prostate Cancer,2019,21422
Australia,Liver Cancer,2019,45199
India,Prostate Cancer,2018,114517
China,Lung Cancer,2020,57414
China,Colon Cancer,2023,37657
USA,Breast Cancer,2021,70285
Canada,Prostate Cancer,2018,120295
Germany,Prostate Cancer,2020,5249
UK,Breast Cancer,2022,147787
India,Lung Cancer,2019,129548
India,Colon Cancer,2022,48283
Germany,Liver Cancer,2018,44315
USA,Lung Cancer,2019,133013
China,Breast Cancer,2018,33271
France,Breast Cancer,2018,15429
Australia,Breast Cancer,2020,126092
Australia,Prostate Cancer,2020,95012
UK,Prostate Cancer,2019,65883
Germany,Lung Cancer,2019,15454
Canada,Colon Cancer,2019,59578
India,Breast Cancer,2018,56805
Germany,Liver Cancer,2020,53993
China,Liver Cancer,2018,87646
Canada,Breast Cancer,2019,103898
France,Prostate Cancer,2020,46097
Japan,Liver Cancer,2020,29277
China,Lung Cancer,2021,92993
UK,Prostate Cancer,2021,121310
USA,Prostate Cancer,2019,57984
UK,Liver Cancer,2020,95890
Japan,Lung Cancer,2020,10586
China,Colon Cancer,2022,112243
Japan,Liver Cancer,2019,15146
Brazil,Liver Cancer,2021,107924
Japan,Liver Cancer,2021,92350
Brazil,Prostate Cancer,2023,35123
Germany,Colon Cancer,2023,140700
Brazil,Lung Cancer,2021,127477
Brazil,Breast Cancer,2018,47554
USA,Prostate Cancer,2018,12912
UK,Liver Cancer,2019,44972
India,Colon Cancer,2019,65036
Germany,Prostate Cancer,2021,56226
Japan,Colon Cancer,2021,85668
UK,Liver Cancer,2021,81080
Germany,Breast Cancer,2020,79204
Brazil,Prostate Cancer,2018,33941
Brazil,Prostate Cancer,2022,52865
Germany,Liver Cancer,2022,74577
Germany,Colon Cancer,2019,25716
UK,Colon Cancer,2018,33182
Brazil,Prostate Cancer,2019,61166
Brazil,Liver Cancer,2019,79283
India,Breast Cancer,2020,13220
Brazil,Liver Cancer,2021,136211
Australia,Prostate Cancer,2019,126779
France,Liver Cancer,2019,26726
UK,Prostate Cancer,2020,63095
China,Breast Cancer,2020,148162
India,Prostate Cancer,2020,132110
Brazil,Colon Cancer,2023,65153
Japan,Lung Cancer,2021,87754
China,Prostate Cancer,2020,72634
UK,Prostate Cancer,2020,26880
Australia,Breast Cancer,2019,11999
France,Lung Cancer,2023,20066
Brazil,Liver Cancer,2021,130357
Japan,Prostate Cancer,2020,118384
Canada,Lung Cancer,2020,119600
Germany,Liver Cancer,2021,133210
Canada,Liver Cancer,2022,32621
Canada,Liver Cancer,2023,97288
Japan,Breast Cancer,2018,34527
UK,Lung Cancer,2018,83235
UK,Lung Cancer,2020,115207
Australia,Prostate Cancer,2020,118543
Japan,Liver Cancer,2021,125159
Australia,Colon Cancer,2023,48462
Australia,Lung Cancer,2019,5555
China,Liver Cancer,2023,70404
France,Colon Cancer,2021,46050
Brazil,Colon Cancer,2019,46387
Canada,Colon Cancer,2020,81172
UK,Breast Cancer,2023,19848
Germany,Liver Cancer,2018,130517
China,Breast Cancer,2022,47746
Canada,Colon Cancer,2019,143073
Germany,Liver Cancer,2022,11663
China,Colon Cancer,2018,35827
Japan,Breast Cancer,2020,107358
Germany,Prostate Cancer,2018,42677
China,Lung Cancer,2022,129883
Germany,Prostate Cancer,2020,50662
China,Colon Cancer,2020,127174
China,Lung Cancer,2023,143251
India,Breast Cancer,2020,117917
India,Colon Cancer,2019,139115
Australia,Breast Cancer,2021,125241
Australia,Lung Cancer,2019,6147
Canada,Prostate Cancer,2021,148411
Brazil,Lung Cancer,2018,74010
India,Lung Cancer,2022,25188
USA,Liver Cancer,2018,109935
Australia,Liver Cancer,2023,95063
China,Prostate Cancer,2018,70235
France,Breast Cancer,2022,23860
Brazil,Prostate Cancer,2021,68277
Japan,Colon Cancer,2019,57399
Australia,Lung Cancer,2021,68444
Brazil,Breast Cancer,2021,90354
China,Lung Cancer,2019,71065
Australia,Prostate Cancer,2023,110875
Brazil,Breast Cancer,2018,41550
Germany,Lung Cancer,2019,81209
Canada,Breast Cancer,2018,119660
India,Breast Cancer,2020,38121
Germany,Lung Cancer,2020,132909
Australia,Liver Cancer,2022,60770
India,Prostate Cancer,2020,103816
France,Lung Cancer,2022,96349
Canada,Prostate Cancer,2022,149444
UK,Lung Cancer,2022,37111
Brazil,Colon Cancer,2018,42155
France,Liver Cancer,2022,97926
Japan,Colon Cancer,2018,15965
Germany,Colon Cancer,2018,111860
Canada,Liver Cancer,2019,42212
Japan,Colon Cancer,2021,114564
Brazil,Lung Cancer,2023,39386
Australia,Liver Cancer,2023,75961
France,Colon Cancer,2021,19891
India,Liver Cancer,2020,23951
USA,Prostate Cancer,2021,16461
Brazil,Breast Cancer,2022,56471
Germany,Prostate Cancer,2018,79878
Germany,Breast Cancer,2022,48958
USA,Lung Cancer,2019,66550
France,Breast Cancer,2020,114812
Brazil,Lung Cancer,2023,51024
Canada,Breast Cancer,2021,48205
China,Prostate Cancer,2023,34740
India,Breast Cancer,2019,25651
China,Breast Cancer,2023,104932
Germany,Lung Cancer,2022,79131
Germany,Breast Cancer,2018,137721
China,Liver Cancer,2022,132531
USA,Colon Cancer,2023,82149
Germany,Liver Cancer,2023,64402
USA,Prostate Cancer,2021,146157
UK,Prostate Cancer,2022,131928
China,Colon Cancer,2021,141098
Canada,Liver Cancer,2020,135068
India,Breast Cancer,2021,9041
UK,Lung Cancer,2021,85813
France,Colon Cancer,2023,126524
UK,Colon Cancer,2022,73433
Canada,Prostate Cancer,2021,84103
Germany,Lung Cancer,2018,97410
India,Colon Cancer,2023,96556
UK,Lung Cancer,2022,64588
USA,Colon Cancer,2020,16293
Australia,Prostate Cancer,2022,40815
Germany,Breast Cancer,2020,86241
Brazil,Liver Cancer,2018,50898
Brazil,Lung Cancer,2019,68050
Australia,Breast Cancer,2018,13411
India,Lung Cancer,2020,56678
France,Lung Cancer,2018,56038
Brazil,Lung Cancer,2018,20280
UK,Prostate Cancer,2022,38293
Brazil,Liver Cancer,2020,107286
UK,Liver Cancer,2022,91600
France,Prostate Cancer,2023,117891
Australia,Liver Cancer,2018,139710
France,Colon Cancer,2018,61582
Brazil,Liver Cancer,2022,68387
Brazil,Colon Cancer,2021,29836
USA,Liver Cancer,2020,24579
France,Breast Cancer,2018,53565
UK,Prostate Cancer,2018,88391
Canada,Lung Cancer,2021,145045
Germany,Colon Cancer,2020,39759
France,Colon Cancer,2018,87471
UK,Breast Cancer,2020,24519
Canada,Lung Cancer,2021,93467
India,Colon Cancer,2020,35959
USA,Colon Cancer,2018,65935
Japan,Prostate Cancer,2021,126941
Brazil,Lung Cancer,2021,86617
Japan,Prostate Cancer,2018,102758
UK,Lung Cancer,2020,69833
USA,Liver Cancer,2023,37659
France,Liver Cancer,2019,140794
USA,Colon Cancer,2021,89494
Canada,Breast Cancer,2023,58848
UK,Liver Cancer,2021,69485
Japan,Prostate Cancer,2018,18123
Germany,Liver Cancer,2018,110370
UK,Lung Cancer,2022,108133
USA,Liver Cancer,2021,26318
France,Lung Cancer,2022,146449
France,Lung Cancer,2021,125651
UK,Lung Cancer,2021,30569
Japan,Prostate Cancer,2018,37134
Australia,Colon Cancer,2023,100983
Japan,Liver Cancer,2022,140509
Canada,Prostate Cancer,2022,38145
Germany,Breast Cancer,2023,55787
China,Prostate Cancer,2018,63933
Brazil,Prostate Cancer,2023,59331
China,Breast Cancer,2019,63483
USA,Lung Cancer,2020,75313
USA,Colon Cancer,2023,133808
USA,Colon Cancer,2021,6828
Canada,Colon Cancer,2023,87386
Japan,Lung Cancer,2022,116842
Japan,Liver Cancer,2021,98234
France,Colon Cancer,2021,31441
Germany,Breast Cancer,2023,124962
Canada,Liver Cancer,2018,85734
UK,Prostate Cancer,2022,92857
France,Colon Cancer,2023,134650
India,Lung Cancer,2021,129185
China,Colon Cancer,2022,123003
UK,Liver Cancer,2018,107210
Japan,Liver Cancer,2023,43323
USA,Liver Cancer,2021,19198
UK,Colon Cancer,2022,40738
Germany,Breast Cancer,2021,52448
France,Liver Cancer,2022,29502
Australia,Lung Cancer,2018,39464
USA,Breast Cancer,2018,59270
France,Liver Cancer,2023,60823
China,Prostate Cancer,2019,88636
Japan,Breast Cancer,2022,48999
Brazil,Liver Cancer,2020,119439
France,Prostate Cancer,2020,26470
China,Breast Cancer,2021,108766
Australia,Liver Cancer,2021,10192
Brazil,Colon Cancer,2022,109773
Germany,Breast Cancer,2023,88347
Japan,Colon Cancer,2019,59045
USA,Lung Cancer,2021,140450
China,Colon Cancer,2018,142614
Germany,Breast Cancer,2019,11535
Canada,Liver Cancer,2021,85785
India,Prostate Cancer,2023,64757
USA,Lung Cancer,2018,78701
India,Colon Cancer,2018,50522
Canada,Liver Cancer,2023,143362
Japan,Breast Cancer,2019,65864
UK,Prostate Cancer,2022,98752
India,Lung Cancer,2021,42013
China,Lung Cancer,2021,43881
India,Colon Cancer,2021,9522
India,Lung Cancer,2018,60637
India,Prostate Cancer,2020,66439
Japan,Liver Cancer,2023,55236
France,Colon Cancer,2021,52729
China,Lung Cancer,2020,70102
UK,Prostate Cancer,2021,31358
Japan,Prostate Cancer,2022,140781
Japan,Liver Cancer,2019,98020
UK,Breast Cancer,2022,99468
Brazil,Prostate Cancer,2021,128533
Brazil,Colon Cancer,2023,42173
UK,Colon Cancer,2018,63785
Australia,Lung Cancer,2021,22464
Japan,Colon Cancer,2021,13088
Japan,Breast Cancer,2023,117780
USA,Prostate Cancer,2018,83195
France,Lung Cancer,2018,106650
Germany,Liver Cancer,2020,115507
France,Lung Cancer,2019,113760
Japan,Prostate Cancer,2023,101851
Canada,Prostate Cancer,2020,76480
Australia,Liver Cancer,2020,38939
Japan,Prostate Cancer,2019,138043
USA,Lung Cancer,2021,101090
China,Liver Cancer,2023,31428
India,Colon Cancer,2020,25767
USA,Prostate Cancer,2022,17450
USA,Liver Cancer,2022,99951
Germany,Lung Cancer,2019,149162
China,Colon Cancer,2020,122981
Brazil,Liver Cancer,2021,125976
UK,Liver Cancer,2023,25314
France,Lung Cancer,2020,114643
India,Prostate Cancer,2020,124874
USA,Prostate Cancer,2019,32604
Brazil,Lung Cancer,2019,87897
Japan,Liver Cancer,2019,27043
Germany,Breast Cancer,2022,11867
China,Breast Cancer,2019,22331
USA,Lung Cancer,2022,137515
France,Liver Cancer,2019,19827
India,Breast Cancer,2022,134318
Brazil,Lung Cancer,2022,118273
Australia,Colon Cancer,2019,11565
Japan,Lung Cancer,2020,66631
Australia,Prostate Cancer,2023,130211
India,Lung Cancer,2020,111218
Canada,Lung Cancer,2018,32821
China,Colon Cancer,2018,138809
India,Colon Cancer,2022,79580
Japan,Breast Cancer,2023,147159
Germany,Lung Cancer,2023,26941
USA,Colon Cancer,2018,18334
China,Colon Cancer,2023,137513
Germany,Colon Cancer,2023,55556
Germany,Liver Cancer,2020,30025
UK,Breast Cancer,2019,6432
Brazil,Breast Cancer,2019,117097
Brazil,Liver Cancer,2018,16979
UK,Colon Cancer,2023,86221
USA,Breast Cancer,2019,22376
Brazil,Liver Cancer,2020,142868
France,Prostate Cancer,2023,12111
Brazil,Breast Cancer,2019,83680
Canada,Colon Cancer,2021,139849
India,Colon Cancer,2019,28191
USA,Prostate Cancer,2023,142686
Japan,Breast Cancer,2022,114156
India,Colon Cancer,2023,62823
Japan,Breast Cancer,2019,119655
USA,Liver Cancer,2021,85744
France,Lung Cancer,2019,8832
France,Prostate Cancer,2019,76791
Canada,Liver Cancer,2022,35176
Japan,Colon Cancer,2021,98131
Brazil,Breast Cancer,2023,111257
Australia,Liver Cancer,2022,145944
India,Lung Cancer,2019,22646
Japan,Breast Cancer,2023,132078
Germany,Lung Cancer,2022,18993
Japan,Colon Cancer,2018,7280
Brazil,Lung Cancer,2022,143370
USA,Liver Cancer,2020,144068
Japan,Liver Cancer,2023,129350
Brazil,Liver Cancer,2023,60906
USA,Lung Cancer,2021,54400
Canada,Breast Cancer,2021,138581
USA,Colon Cancer,2021,82745
India,Breast Cancer,2022,54295
Brazil,Colon Cancer,2020,141611
Germany,Prostate Cancer,2022,85391
UK,Liver Cancer,2020,122261
UK,Liver Cancer,2018,136252
Japan,Lung Cancer,2021,42847
Germany,Lung Cancer,2023,83049
India,Lung Cancer,2023,89690
Japan,Breast Cancer,2018,59112
Germany,Breast Cancer,2019,72173
Germany,Colon Cancer,2020,129923
Brazil,Prostate Cancer,2020,76942
Canada,Breast Cancer,2020,51168
France,Lung Cancer,2019,114740
USA,Liver Cancer,2019,7223
USA,Breast Cancer,2021,52574
Australia,Liver Cancer,2022,53703
Germany,Breast Cancer,2019,69113
India,Prostate Cancer,2021,56479
Japan,Prostate Cancer,2023,114963
Japan,Breast Cancer,2018,138273
France,Liver Cancer,2019,133824
Australia,Prostate Cancer,2018,90241
Germany,Liver Cancer,2019,91757
UK,Prostate Cancer,2020,77617
Brazil,Breast Cancer,2021,108253
USA,Prostate Cancer,2019,109133
Germany,Colon Cancer,2018,10223
China,Liver Cancer,2020,60192
Japan,Colon Cancer,2021,148922
Australia,Prostate Cancer,2018,60158
USA,Prostate Cancer,2020,131080
France,Colon Cancer,2019,104906
Canada,Lung Cancer,2020,74534
Brazil,Lung Cancer,2021,89730
France,Lung Cancer,2021,33899
Germany,Lung Cancer,2018,89462
Japan,Prostate Cancer,2022,66293
India,Colon Cancer,2022,47240
Australia,Breast Cancer,2022,23562
Japan,Lung Cancer,2019,56701
Brazil,Colon Cancer,2020,13787
USA,Prostate Cancer,2022,20844
Brazil,Breast Cancer,2018,124680
Japan,Prostate Cancer,2022,124058
Canada,Breast Cancer,2018,77939
Japan,Prostate Cancer,2018,88220
